qmof_id,name,info.pld,info.lcd,info.density,info.volume,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.net_magmom,outputs.pbe.bandgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.directgap
qmof-7f0f059,AQUZAP_FSR,0.88044,1.82983,1.7825395903446144,1053.1820211875224,-717.27987791,-9.02658,-708.25329791,0.0,1.834878,2.046105,0.211227,False
qmof-37e791c,AQUZUI_FSR,0.90872,2.03796,2.0422525730667207,422.5458529208626,-261.36241203,-3.75639,-257.60602203,1.0,0.69742,1.552435,0.855015,False
qmof-e54c960,ARACED_FSR,1.51142,3.013,1.503193295674259,917.4602885496688,-582.31278512,-6.40484,-575.9079451199999,10.0,1.651323,2.696478,1.045155,False
qmof-3c96780,ARAJUA01_FSR,2.73943,3.51339,1.537143840417598,881.2160242659099,-549.07514821,-6.63931,-542.4358382099999,0.0,0.871743,1.146792,0.275049,False
qmof-14c3c38,ARATIY_FSR,1.04711,2.35111,2.3025350992071574,645.052618799579,-415.33447863,-6.97348,-408.36099863,0.0,0.773368,1.511314,0.737946,True
qmof-e036ae1,AREGAH_FSR,1.09756,2.31761,1.4432211271451034,1101.8582696942765,-690.17787871,-7.11579,-683.06208871,0.0,2.811523,2.423164,-0.388359,False
qmof-16e256a,AREGUZ_FSR,1.50683,3.09993,2.1057049908282983,1693.7058992718562,-772.57672781,-12.50713,-760.06959781,0.0,2.721354,3.143887,0.422533,False
qmof-4c3897e,AREQUJ_FSR,0.92167,1.76873,2.0282560142418053,1371.731667107278,-911.22044111,-12.71448,-898.50596111,0.0,3.068235,2.8546,-0.213635,True
qmof-105bba5,AREREV_FSR,2.53751,5.6044,1.3959489545645676,2350.62978276559,-1297.92875458,-13.79865,-1284.13010458,0.0,2.70759,1.736951,-0.970639,False
qmof-4f95744,ARESOF_FSR,2.77256,4.18866,1.6950239001274434,3312.6382462065576,-1925.90905345,-22.53716,-1903.37189345,0.0,2.026357,1.703356,-0.323001,True
qmof-8676659,AREWOL_FSR,1.44788,2.34446,1.9517451574078284,1272.919324305401,-744.34043745,-8.62185,-735.71858745,2.0,0.15907,-0.077152,-0.236222,True
qmof-5779e02,ARICOT_FSR,4.3828,5.97846,1.491885322410595,3745.2434368672375,-2091.55942203,-23.83976,-2067.71966203,0.0,2.247287,1.041984,-1.205303,False
qmof-7787590,ARINEV_FSR,1.2266,1.77185,2.17777608697825,545.9799090206067,-317.44551391,-3.92291,-313.52260391,0.0,1.619567,2.198137,0.57857,False
qmof-36d351c,ARIPAT_FSR,0.88734,1.80684,2.6432635893786176,1014.9929522002276,-625.4506191,-10.328,-615.1226191000001,0.0,2.214539,3.618718,1.404179,False
qmof-e6a0327,ARIRUQ_FSR,1.06268,1.86626,2.189560550453461,1594.9930730339136,-903.81337152,-12.67023,-891.1431415200001,0.0,1.850257,2.148356,0.298099,False
qmof-0fa2384,ARISAX_FSR,2.42326,3.70315,2.0390181090722,856.3763841584237,-451.40247246,-6.23641,-445.16606246,0.0,2.098066,1.887473,-0.210593,False
qmof-86ab3d5,AROBAK_FSR,0.91466,1.72459,1.9058426339578327,714.0602265198584,-446.11771859,-6.40502,-439.71269859,0.0,3.640358,3.117571,-0.522787,True
qmof-83e2c80,ARODOB_FSR,1.75773,2.74751,1.7027889385174353,1564.7847772401756,-961.78363003,-12.46571,-949.31792003,0.0,2.724475,3.388633,0.664158,True
qmof-46a34bc,ARODUH_FSR,1.0699,2.2818,1.9563131485361471,589.2086097356942,-379.11188197,-5.41261,-373.69927197,0.0,2.471511,3.503164,1.031653,False
qmof-7d02795,ARONAY_FSR,0.96001,2.8922,3.0494515929234782,1377.9175980900263,-635.74097557,-12.51707,-623.22390557,0.0,1.3510270000000002,3.540451,2.189424,False
qmof-2943f96,AROTAD_FSR,0.83938,1.97186,1.7896559589645191,782.8270147660505,-548.52287647,-6.97157,-541.55130647,0.0,0.92621,1.450931,0.524721,False
qmof-e4ec22b,AROTEG_FSR,1.15357,2.04545,1.7206380811293045,1409.808079046578,-907.0212086,-10.5005,-896.5207086,0.0,2.7661390000000003,2.366817,-0.399322,True
qmof-be1b006,AROTEH_FSR,1.17837,2.38478,2.142466648307116,464.5381252899384,-317.4912877,-4.03971,-313.4515777,2.0,0.8943640000000002,1.271308,0.376944,False
qmof-537f6ec,AROTOQ_FSR,1.36774,2.42967,1.6382475032201775,1330.7894246072842,-791.02268371,-9.5686,-781.4540837100001,0.0,3.368835,2.272488,-1.096347,True
qmof-b3bf417,ARUBIA_FSR,1.39243,2.23794,1.5539652551188765,1353.8352329356924,-924.38322295,-10.86843,-913.51479295,0.0,0.714899,1.921879,1.20698,True
qmof-778efcb,ARUTAK_FSR,1.61976,3.64978,1.6017216097762252,1121.115273858396,-567.87723192,-5.92942,-561.9478119199999,0.0,2.780241,1.358933,-1.421308,True
qmof-c0f13ca,ARUTEO_FSR,1.54542,3.26643,1.5501838561908,1053.7008701820205,-570.65067773,-6.16163,-564.48904773,0.0,0.733399,0.30907,-0.424329,False
qmof-e3a20ba,ARUYIX_FSR,0.94681,2.79019,1.5093636287963474,1262.8431289359394,-846.83473213,-10.10604,-836.72869213,0.0,2.043807,2.439196,0.395389,False
qmof-b89c781,ASACAZ_FSR,0.7949,2.47005,2.122687543576585,1351.955336332443,-938.36012921,-12.46006,-925.90006921,20.0,1.3267600000000002,2.953012,1.626252,False
qmof-ec03cad,ASACIH_FSR,1.08585,2.55021,2.309616524483094,1339.2078133105306,-777.59947503,-10.64477,-766.95470503,0.0,3.2362550000000003,2.326916,-0.909339,True
qmof-3029056,ASACUT_FSR,1.61583,2.75988,1.875549095391664,938.6681135027624,-584.57411632,-7.06993,-577.50418632,0.0,2.7740280000000004,2.212206,-0.561822,False
qmof-beb7ad4,ASAFEF_FSR,5.54492,5.77855,1.2925953256311915,1155.3351659460088,-522.09144361,-5.26074,-516.83070361,0.0,2.076549,-0.000752,-2.077301,False
qmof-e8ede7f,ASAGOS_FSR,1.11475,2.24909,1.721374979517038,1473.3766161175806,-995.10323593,-12.68663,-982.41660593,0.0,0.771134,1.716483,0.945349,False
qmof-285b2ff,ASAJUZ_FSR,1.69977,4.69736,1.700266933320687,1930.9335281620808,-798.48664917,-9.0567,-789.42994917,0.0,1.818766,1.069207,-0.749559,True
qmof-02fc147,ASAKAG_FSR,1.17359,2.06444,2.102373908424633,1767.1440497018973,-989.92751235,-13.13914,-976.78837235,0.0,1.600127,2.488362,0.888235,False
qmof-f9380a0,ASAKUA_FSR,1.17737,2.68912,1.7091243439432613,1621.2641763763386,-974.47514085,-11.22368,-963.25146085,0.0,0.001607,0.683436,0.681829,False
qmof-9f9b665,ASAMEO_FSR,1.11184,2.38026,3.01274526245987,1152.3269543012425,-447.40643257,-9.50538,-437.90105257,0.0,2.054384,2.386,0.331616,True
qmof-ffe1312,ASATUK_FSR,1.03554,1.78765,1.773580733368055,1196.5367801595714,-771.62593755,-10.35614,-761.26979755,0.0,2.623081,2.564407,-0.058674,True
qmof-9845d29,ASAWAT_FSR,0.83936,2.19852,2.212362261313889,1061.714971043954,-636.60870505,-9.07473,-627.53397505,0.0,2.971165,2.790837,-0.180328,False
qmof-ef5f46f,ASAXID_FSR,1.14117,2.45339,1.7214969677360223,1480.4603361377483,-990.81562098,-12.58397,-978.23165098,0.0,1.4561650000000002,2.053256,0.597091,False
qmof-c14236d,ASAYOJ_FSR,1.40631,4.14978,1.479326886351222,962.5536620745244,-584.69715821,-6.46485,-578.23230821,0.0,2.925652,2.383345,-0.542307,False
qmof-f774737,ASEBAD_FSR,1.24574,2.78226,1.9305468109833508,1363.3850852727262,-903.09113905,-10.50566,-892.58547905,0.0,1.600252,1.352786,-0.247466,True
qmof-8b88ed3,ASEFUZ_FSR,0.86134,1.45502,3.4258767594917776,835.8907939521595,-551.05634317,-7.33132,-543.72502317,0.0,2.145602,2.158277,0.012675,True
qmof-83e07e9,ASEJIT_FSR,1.97982,2.63316,2.294225078849821,1261.6877919373644,-741.63317624,-9.90892,-731.72425624,0.0,3.232318,2.420519,-0.811799,True
qmof-7edffdc,ASELAN_FSR,1.13608,2.01828,1.7088806485726606,1263.057727277271,-808.30203919,-10.35722,-797.94481919,0.0,2.855734,2.921876,0.066142,True
qmof-e18a048,ASELER_FSR,0.91023,1.98313,2.040274129333143,1205.3785772612205,-753.64473926,-9.95117,-743.69356926,0.0,3.071542,3.348629,0.277087,False
qmof-b9c5c8c,ASEMUG01_FSR,0.73107,1.73114,2.608265989864582,878.6607575188813,-618.11441131,-8.06477,-610.0496413100001,0.0,4.168561,5.104553,0.935992,True
qmof-2bb9974,ASEWUQ_FSR,0.85545,2.49549,1.9126644058229647,862.6632771985816,-407.08046388,-7.36332,-399.71714388,0.0,0.934712,1.266916,0.332204,False
qmof-b5ec64a,ASISOK_FSR,0.86321,2.59074,1.6467825330825627,1687.0621810263722,-991.99062647,-11.60293,-980.38769647,0.0,1.759728,1.712251,-0.047477,False
qmof-be2d371,ASOGEW_FSR,1.04216,2.43005,1.65077663486966,1164.619111713679,-751.24405919,-9.75156,-741.49249919,0.0,0.9005829999999999,2.370787,1.470204,False
qmof-546dd2b,ASOWOU_FSR,1.59247,2.65652,2.206680822445369,1179.7908497911023,-627.74165007,-9.56198,-618.17967007,0.0,1.595195,2.264322,0.669127,True
qmof-e84c5c9,ASUBIZ_FSR,4.32954,5.85803,1.1807894880720906,2181.249984937706,-838.77385145,-9.17846,-829.5953914500001,0.0,2.702248,1.144217,-1.558031,False
qmof-0eba9d1,ASUCAS_FSR,0.81398,1.75206,1.689464199969882,649.0782661876623,-392.69726438,-5.66418,-387.03308438,0.0,3.932927,3.295315,-0.637612,False
qmof-aca49e8,ASUCIC01_FSR,0.93475,1.75145,2.778537037236781,822.1527528538602,-442.60115454,-7.34611,-435.25504454,0.0,2.818829,4.24562,1.426791,True
qmof-0056327,ASUCOI01_FSR,0.9111,1.64797,2.545477025151797,774.7849963873759,-443.6504468,-7.11359,-436.5368568,0.0,2.820832,3.668645,0.847813,True
qmof-e4633f0,ASUGOK_FSR,2.68741,4.18471,1.3467926746203052,2100.376639853428,-1157.38369347,-12.55867,-1144.82502347,2.0,0.894258,0.392819,-0.501439,False
qmof-1518089,ASULAD_FSR,2.74055,3.94697,1.2421901304743983,1977.350447091266,-1142.39342468,-12.04687,-1130.34655468,0.0,3.1411360000000004,2.56076,-0.580376,True
qmof-6815e74,ASUQAI01_FSR,0.9893,1.66699,2.3917645051452423,463.268851454972,-278.96876725,-4.67004,-274.29872725,0.0,1.020105,3.089305,2.0692,True
qmof-3b9998a,ASUQIO03_FSR,1.25499,1.97075,2.1035469893227856,504.1312093409176,-351.76505692,-5.06724,-346.69781692,0.0,2.394168,4.437011,2.042843,False
qmof-43a7c42,ASUQIO04_FSR,1.36203,1.80596,2.047832388719705,776.7703744756221,-527.49129236,-7.48431,-520.0069823599999,0.0,2.702739,4.630384,1.927645,False
qmof-b1eac6f,ASUQIO_FSR,1.15662,2.14676,2.0507584947479134,1034.2160623482855,-703.31061397,-9.89839,-693.41222397,0.0,2.5724560000000003,4.408787,1.836331,True
qmof-21760ea,ATADEG_FSR,3.83277,4.89614,1.5127460439056823,2787.8060934318587,-1685.22615689,-20.08429,-1665.14186689,0.0,1.901426,1.077703,-0.823723,True
qmof-e0e4dbd,ATADUU01_FSR,0.77977,2.06728,1.816433408574061,1372.4525310701408,-945.12335804,-12.21004,-932.91331804,0.0,3.066197,2.671696,-0.394501,True
qmof-06933eb,ATAGUX_FSR,0.78078,1.84384,2.2023832678255952,689.8865710562307,-466.72420878,-6.86336,-459.86084878,0.0,2.385175,2.34488,-0.040295,True
qmof-da91405,ATAHAE_FSR,0.57988,1.29097,2.3426968262702066,837.8628888285198,-566.12249359,-8.67308,-557.44941359,0.0,3.10249,3.080458,-0.022032,False
qmof-206a6de,ATAHIO_FSR,0.8869,1.66154,2.08606059975742,1174.812831024854,-621.08763283,-9.66402,-611.4236128299999,0.0,4.332528,3.604695,-0.727833,False
qmof-c36c401,ATEHEO_FSR,1.41658,2.1768,1.817662709150472,970.499490046696,-616.39666646,-7.73907,-608.65759646,0.0,2.673302,2.202597,-0.470705,False
qmof-f4ccf24,ATEMAP_FSR,1.64655,2.5529,1.851490741312996,695.1068691700509,-377.32048374,-4.72898,-372.59150374,0.0,3.02288,2.192103,-0.830777,False
qmof-3f72143,ATEMET_FSR,1.59897,2.52511,1.6559391591911858,688.0438101053419,-378.61664586,-4.58988,-374.02676586,0.0,2.998155,2.178763,-0.819392,False
qmof-725cabf,ATEQEX_FSR,3.57512,4.72239,1.555183953861976,3144.046711115265,-1796.6161703,-20.25113,-1776.3650403,0.0,3.178951,2.246376,-0.932575,True
qmof-285d109,ATERAU_FSR,3.03233,4.26844,1.6270558101559762,781.0650649756085,-421.83500837,-4.83921,-416.9957983700001,0.0,2.412122,1.339809,-1.072313,False
qmof-702a0a9,ATEREY_FSR,1.33807,2.08344,1.869369070381228,1339.8306452482602,-744.52651283,-9.21497,-735.31154283,0.0,2.566747,2.431698,-0.135049,False
qmof-050c8bc,ATETIE_FSR,1.07147,2.32759,1.77631125731722,1144.027080498735,-712.38479733,-9.00456,-703.38023733,0.0,2.833338,2.802013,-0.031325,False
qmof-6a08cb9,ATEYAZ_FSR,1.62293,3.17967,1.760706016796992,1164.1897284601146,-728.4149679,-8.89314,-719.5218279,0.0,2.298037,1.633062,-0.664975,True
qmof-50cbb92,ATIDOY_FSR,1.37489,2.92867,1.6249781631466689,998.7021630857442,-649.44868532,-8.01971,-641.42897532,0.0,2.254559,2.59238,0.337821,False
qmof-5b10b0b,ATIHAO_FSR,1.16874,3.19413,1.5374890593732136,1226.642065982625,-705.64008208,-8.60362,-697.03646208,2.0,0.775987,0.904935,0.128948,True
qmof-01edd7e,ATOGIZ_FSR,1.06458,1.93707,1.7584349069032046,1109.0783918534487,-711.99526984,-8.94433,-703.05093984,0.0,2.871102,2.980143,0.109041,True
qmof-f5c8d10,ATOKIE_FSR,0.98475,2.9113,1.5281497630507814,841.6969087318704,-580.89880841,-6.76756,-574.13124841,6.0,0.461927,1.763814,1.301887,False
qmof-7505ece,ATOKOK_FSR,1.0354,3.09296,1.621005014940654,903.0464970460372,-570.4726415,-6.52185,-563.9507915,0.0,2.098382,1.506044,-0.592338,False
qmof-b44d887,ATOMIF_FSR,1.21157,1.86642,1.6697600858610886,1451.7947835034563,-971.34794478,-11.65671,-959.69123478,2.0,0.6932680000000002,2.002349,1.309081,False
qmof-cf8f441,ATUPIQ_FSR,1.37455,2.18918,1.9774682689024,717.2912807704413,-422.75560615,-4.72294,-418.03266615,0.0,4.562654,3.600743,-0.961911,False
qmof-b4a483b,AVAJUD_FSR,0.86964,2.09792,2.300032286944752,802.1190381995674,-549.93875104,-7.25852,-542.6802310400001,0.0,1.732409,2.622853,0.890444,False
qmof-e669187,AVANIW_FSR,1.00973,1.58817,2.631213068509283,539.8112556218913,-287.58254673,-4.68899,-282.89355673,0.0,2.3423580000000004,2.258103,-0.084255,True
qmof-e9eae19,AVASUM_FSR,1.77014,4.6573,1.3859976984332505,2033.349398061044,-1214.86411666,-12.75582,-1202.10829666,12.0,0.499015,0.651763,0.152748,False
qmof-10947da,AVATEY01_FSR,1.06379,2.63705,1.5255660195187213,1393.1350989245884,-914.97530143,-10.75728,-904.21802143,0.0,2.62441,2.231428,-0.392982,True
qmof-401a2c2,AVAVOK_FSR,1.21787,3.30717,1.576141211943687,1447.4698489239056,-913.42854984,-10.62317,-902.80537984,0.0,2.52299,2.016396,-0.506594,True
qmof-8b6c81e,AVAWAW_FSR,1.15233,2.15407,1.6328426605606112,1104.1500617012966,-727.14609553,-8.43243,-718.7136655300001,0.0,3.614475,3.158221,-0.456254,False
qmof-c60bf32,AVAWAX_FSR,1.22344,3.10536,1.5541982677018995,1497.8785515561833,-946.81015511,-10.973,-935.83715511,0.0,2.390864,1.931656,-0.459208,False
qmof-4e4b76a,AVAWEA01_FSR,0.9888,2.0745,1.7777611350749156,825.2218553779762,-544.71427289,-6.54791,-538.16636289,0.0,3.957788,3.301572,-0.656216,True
qmof-0bdd243,AVAYUS_FSR,3.34182,4.42435,1.2176140002047873,3237.7943496904536,-1618.8454147,-20.09519,-1598.7502247,0.0,1.973759,2.019918,0.046159,True
qmof-520ebea,AVEMIY_FSR,0.96981,1.94711,2.19342887897704,1038.753190411188,-660.13485086,-9.84228,-650.2925708600001,0.0,2.6133390000000003,3.877756,1.264417,False
qmof-5eeb6a4,AVINAV_FSR,2.6997,4.7343,1.3371088647272058,1740.0026243760024,-1051.85540886,-11.33208,-1040.52332886,2.0,0.4593629999999999,1.598976,1.139613,False
qmof-630c138,AVIPEB_FSR,0.88176,1.81248,1.784185689963495,419.6307271318701,-293.94226911,-3.72855,-290.21371911,0.0,3.4390300000000003,2.695943,-0.743087,True
qmof-9d1bb2b,AVIRUT_FSR,1.33026,2.48433,1.930145216295013,1664.3715595755457,-857.53575798,-8.08482,-849.4509379799999,0.0,2.773136,1.491789,-1.281347,False
qmof-334586a,AVOBUK_FSR,1.25011,1.72171,1.7652163404027243,777.6691808365598,-487.61316849,-7.01551,-480.59765849,6.0,0.535298,1.967157,1.431859,False
qmof-94200c0,AVOCAR_FSR,1.0475,1.65057,1.9551627349796523,792.9561496339919,-477.04386672,-7.10423,-469.93963672,0.0,3.110707,3.418116,0.307409,False
qmof-e8e4106,AVOFUM_FSR,0.64233,1.27711,3.294480730014856,382.91802227557497,-241.56837562,-4.61533,-236.95304562,0.0,1.966047,3.776727,1.81068,False
qmof-f0f7453,AVOGAT01_FSR,0.9158,1.71209,3.938228285523982,574.7804350695151,-327.67113226,-7.13001,-320.54112225999995,0.0,2.0544450000000003,4.164613,2.110168,False
qmof-b125dd6,AVOGEZ_FSR,0.83578,2.134,2.5274600987480964,779.255253490101,-488.93827719,-6.50026,-482.43801719,0.0,3.498731,3.326787,-0.171944,True
qmof-89eb540,AVOGID_FSR,1.21189,2.1942,1.852501475348844,987.397173189499,-647.75519035,-7.7532,-640.00199035,0.0,2.659561,2.149015,-0.510546,False
qmof-11b15c6,AVOKUS_FSR,1.95093,3.28318,1.945043805465557,1520.655325487529,-919.24844507,-11.81687,-907.43157507,0.0,3.495795,2.289107,-1.206688,False
qmof-48ecb3b,AVOLAZ_FSR,1.55336,2.51169,2.059092337144193,590.729507173196,-353.01188244,-4.63474,-348.37714244,0.0,3.233152,2.393718,-0.839434,False
qmof-79e46ad,AVOLED_FSR,1.09599,2.12959,2.1993999382485154,1181.5769660921196,-737.90221469,-10.51168,-727.3905346900001,0.0,3.127465,2.535718,-0.591747,False
qmof-ec81e8a,AVOMUU01_FSR,1.73373,2.04702,1.807891011405506,1189.029403955291,-810.97610251,-10.50005,-800.47605251,0.0,2.7720040000000004,2.443973,-0.328031,True
qmof-ab89669,AVONEG_FSR,0.97952,1.97904,1.953103240047188,1403.464035676072,-941.02034196,-12.19677,-928.82357196,0.0,1.329643,2.20203,0.872387,True
qmof-d1f791b,AVUFED01_FSR,1.13621,1.78078,1.87043020814823,254.07608464850605,-163.65227464,-2.25151,-161.40076464,0.0,3.356288,2.800787,-0.555501,True
qmof-1773abb,AVUFED_FSR,0.95815,1.7427,1.8396849092833387,1033.289084443753,-654.49248841,-9.04872,-645.44376841,0.0,3.45623,2.78789,-0.66834,True
qmof-d42765b,AVUJEH_FSR,1.36996,2.79514,1.5158934714150658,1191.861840528548,-783.05445339,-9.05189,-774.0025633900001,0.0,0.902886,1.05868,0.155794,False
qmof-fcbd00c,AVUJOQ_FSR,1.39293,2.26425,2.115661031975523,1113.2669921324175,-710.01465091,-9.29203,-700.72262091,0.0,2.905837,2.608714,-0.297123,True
qmof-8ae539d,AVUJOR_FSR,1.79935,2.84113,2.386158728721909,1134.1374295653218,-634.9997989,-8.01886,-626.9809389,0.0,2.9981560000000003,2.407557,-0.590599,False
qmof-6efe8f8,AVUJUX_FSR,1.79078,2.74849,2.249023383972067,1164.8748417133977,-634.48514249,-7.65057,-626.83457249,0.0,3.071801,2.356872,-0.714929,False
qmof-3a44c4b,AVUKAE_FSR,0.96589,3.6179,2.4853436904977504,1115.6256898387426,-634.47351336,-7.82185,-626.6516633599999,0.0,2.88097,2.11899,-0.76198,False
qmof-ab78090,AVUKEI_FSR,0.89918,3.32898,2.4531395079028746,1117.3857983598414,-635.05290787,-7.99883,-627.05407787,0.0,2.902603,2.215157,-0.687446,False
qmof-462a448,AVUWOF_FSR,1.54706,3.03917,1.2673461425492192,749.6327832448991,-507.57777143,-5.48812,-502.08965143,0.0,3.948483,3.823541,-0.124942,True
qmof-81022c0,AVUXIY_FSR,1.1228,2.97328,1.6282637164586973,1308.9599426709635,-860.76100851,-9.3221,-851.43890851,0.0,2.620545,1.86531,-0.755235,True
qmof-176cc4f,AVUXOE_FSR,1.21317,2.95535,1.7184944759099643,1284.713606758501,-860.67809506,-9.35588,-851.3222150600001,0.0,2.686775,1.906876,-0.779899,True
qmof-12dfe13,AVUYAR_FSR,0.69493,1.68259,2.6720006413782733,862.6793449082409,-616.14592477,-8.06587,-608.08005477,0.0,4.255104,4.566579,0.311475,True
qmof-352b9b5,AVUYEV01_FSR,1.1403,2.08806,2.542118174995436,915.4676834209952,-616.15055633,-7.60437,-608.54618633,0.0,4.100523,3.94599,-0.154533,False
qmof-ffb1310,AWARUN_FSR,2.79879,4.01229,2.518307353485097,3900.7590517992144,-1966.99475999,-29.47166,-1937.52309999,0.0,0.9260719999999998,2.455024,1.528952,True
qmof-e4ea248,AWAWEB_FSR,1.13393,1.89608,1.849896598087018,348.9586493296415,-179.36910969,-2.56131,-176.80779969,0.0,1.954083,1.873691,-0.080392,False
qmof-b14702d,AWAWIF_FSR,1.05962,1.97287,2.1803617310711223,331.7021711625491,-178.13793111,-2.79602,-175.34191111,0.0,1.758368,2.108152,0.349784,False
qmof-6dd9a5a,AWAYEC_FSR,1.28995,2.03221,2.413511403638943,1988.818359986083,-829.12941158,-16.45737,-812.67204158,0.0,2.985476,3.102722,0.117246,False
qmof-1138683,AWAYUS_FSR,0.91837,1.90912,2.0576940934127914,1349.060833434543,-898.14949132,-12.55554,-885.5939513200001,0.0,1.77218,1.853835,0.081655,False
qmof-a740fb7,AWEBIP_FSR,1.08897,1.9993,1.8842218257334544,407.38757494784215,-243.5308632,-3.29732,-240.2335432,1.0,0.804408,0.811528,0.00712,False
qmof-1817e88,AWECUB01_FSR,1.26579,1.86778,1.5457593216451724,1147.1025148840197,-796.90554487,-9.75561,-787.1499348699999,0.0,2.496823,2.084396,-0.412427,False
qmof-ef85522,AWEGUF_FSR,0.95811,1.42412,3.157766637419245,845.4157580478932,-488.80429751,-10.15878,-478.6455175100001,0.0,1.812364,3.901187,2.088823,True
qmof-e21e341,AWEHAM_FSR,0.75665,1.71416,2.678723240198806,664.570124770483,-383.70646406,-6.75296,-376.95350406,0.0,3.110208,4.076054,0.965846,False
qmof-cbce3c5,AWEHIU_FSR,1.03287,1.80432,2.85536555234533,1674.5431078276026,-841.36745527,-16.21646,-825.1509952700001,0.0,2.458383,3.675258,1.216875,True
qmof-bf96a9f,AWEHOA_FSR,0.76933,1.80515,2.973528118912489,671.1340769948507,-346.23558732,-6.78272,-339.45286732,0.0,2.868895,4.073296,1.204401,True
qmof-975d128,AWEJAO_FSR,0.81464,1.41638,3.267702781341769,491.8626256617075,-275.10207606,-5.79342,-269.30865606,0.0,2.911836,4.844152,1.932316,False
qmof-1115f41,AWELAP_FSR,0.48049,1.21927,2.07516219167356,543.0127615002782,-304.93851914,-4.38699,-300.55152914,0.0,1.6719559999999998,1.836372,0.164416,True
qmof-1548d62,AWEMEU_FSR,1.0279,2.18677,1.5172773519025244,1151.0839951891044,-773.74631273,-9.16296,-764.58335273,0.0,3.33853,2.6704,-0.66813,False
qmof-42b2d04,AWEPIC_FSR,1.09089,2.72231,1.603589700027833,1435.9410169543246,-899.71096449,-10.26858,-889.44238449,0.0,2.01922,1.520455,-0.498765,True
qmof-8e6a68f,AWEVUU_FSR,0.82844,1.79549,2.986342155362748,884.9261935113085,-540.46585942,-9.46874,-530.99711942,0.0,2.348482,3.622146,1.273664,True
qmof-517abf2,AWIBEP_FSR,0.81661,2.43148,2.194577391211997,843.3567561898395,-613.20603016,-7.37304,-605.83299016,0.0,1.298984,2.641361,1.342377,False
qmof-a61cced,AWIBOZ_FSR,1.51038,2.72374,1.6449548591855192,844.1871610482649,-493.67625489,-5.79706,-487.87919489,0.0,2.79157,2.497123,-0.294447,False
qmof-bd41929,AWIJUN02_FSR,1.09033,2.2458,1.549277863846488,810.5260473553409,-561.05070432,-6.7499,-554.30080432,1.0,0.921662,1.226756,0.305094,False
qmof-e169936,AWIZIP_FSR,0.75993,1.58154,2.1420749475930703,453.5497559167872,-297.52111613,-3.96565,-293.55546613,0.0,2.258923,1.716717,-0.542206,False
qmof-cff9a36,AWODOG_FSR,1.63778,1.99265,1.7323977601512963,697.4493173219873,-475.15306502,-5.84121,-469.31185502,0.0,0.934444,1.597349,0.662905,False
qmof-aff572c,AWOGOJ_FSR,1.09154,2.23914,1.8043536454283624,1181.3207094903537,-645.34744896,-7.38427,-637.9631789599999,0.0,3.4581290000000005,2.336298,-1.121831,True
qmof-c970470,AWOHOK_FSR,1.03835,2.17708,1.977058221741069,1203.9525303900784,-705.78150808,-9.39051,-696.39099808,0.0,3.62029,3.715179,0.094889,True
qmof-e4f97d4,AWOLAA_FSR,0.58142,1.74721,3.1334426175246186,1296.9475454591952,-873.363718,-13.39176,-859.971958,1.0,0.999594,3.430186,2.430592,True
qmof-3470a15,AWOLUU_FSR,0.8435,1.82676,1.6483601177119505,956.2865252095512,-565.44973716,-8.15995,-557.2897871600001,0.0,3.230167,3.467842,0.237675,True
qmof-07fb9bf,AWOMEG_FSR,0.864,1.59711,2.0979088235945835,547.9794181998675,-360.13628905,-5.82869,-354.30759905,0.0,1.552465,3.224739,1.672274,True
qmof-8cc38c9,AWONIK_FSR,0.9881,1.85275,2.701290984577283,699.4224464471545,-267.16643807,-6.21399,-260.95244807,0.0,3.63373,4.131614,0.497884,True
qmof-be09118,AWORAG01_FSR,0.96198,2.22165,1.578648651307254,1019.1109058343568,-673.89584969,-7.70806,-666.1877896899999,0.0,2.007707,1.694446,-0.313261,False
qmof-5a93d85,AWOVUE_FSR,1.04223,2.07685,1.781681855146277,730.9940580737737,-467.50961249,-6.10296,-461.40665249,0.0,1.14069,1.771712,0.631022,False
qmof-89c9846,AWOYOB_FSR,1.07385,2.15721,1.5073262303870825,1327.3055321405632,-884.97468904,-11.03969,-873.9349990400001,10.0,1.678824,3.637052,1.958228,True
qmof-74c5a19,AWOZER_FSR,0.77138,2.24686,2.030655592250983,1319.993365147045,-901.27459407,-12.33494,-888.9396540700001,0.0,1.901844,2.29652,0.394676,True
qmof-aa662d6,AWOZOC_FSR,0.58961,1.7493,3.0549759587447745,1307.7890237355969,-872.74722687,-13.00456,-859.74266687,1.0,0.943061,3.376945,2.433884,True
qmof-9eec513,AWUBOK_FSR,0.92622,1.99235,1.848191120875496,914.087536236208,-524.90892099,-5.90477,-519.00415099,0.0,1.92097,1.188663,-0.732307,True
qmof-863f3a9,AWUCEB_FSR,0.68165,1.41895,2.500844239563624,324.3298393717414,-191.06889191,-3.03069,-188.03820191,0.0,2.537148,2.612377,0.075229,False
qmof-e521165,AWUCOL_FSR,1.12869,1.86198,2.504797089373074,873.473203152608,-419.40768233,-6.91533,-412.49235233,0.0,2.770627,2.716028,-0.054599,False
qmof-4d20956,AWUDOM_FSR,0.66749,1.26943,2.1585364433571086,307.3717696332527,-192.10219724,-2.97257,-189.12962724,0.0,2.690993,2.790726,0.099733,False
